"","this","needs_this","type"
"822","RSGHB","graphics","imports"
"823","RSGHB","grDevices","imports"
"824","RSGHB","stats","imports"
"825","RSGHB","utils","imports"
"826","rstan","R","depends"
"827","rstan","StanHeaders","depends"
"828","rstan","ggplot2","depends"
"829","rstan","methods","imports"
"830","rstan","stats4","imports"
"831","rstan","inline","imports"
"832","rstan","gridExtra","imports"
"833","rstan","Rcpp","imports"
"834","rstan","loo","imports"
"835","rstan","pkgbuild","imports"
"836","rstan","RUnit","suggests"
"837","rstan","RcppEigen","suggests"
"838","rstan","BH","suggests"
"839","rstan","parallel","suggests"
"840","rstan","KernSmooth","suggests"
"841","rstan","shinystan","suggests"
"842","rstan","bayesplot","suggests"
"843","rstan","rmarkdown","suggests"
"844","rstan","rstantools","suggests"
"845","rstan","rstudioapi","suggests"
"846","rstan","Matrix","suggests"
"847","rstan","knitr","suggests"
"848","rstiefel","R","depends"
"849","rstiefel","knitr","suggests"
"850","runjags","R","depends"
"851","runjags","parallel","imports"
"852","runjags","lattice","imports"
"853","runjags","coda","imports"
"854","runjags","stats","imports"
"855","runjags","utils","imports"
"856","runjags","rjags","suggests"
"857","runjags","modeest","suggests"
"858","runjags","knitr","suggests"
"859","Runuran","R","depends"
"860","Runuran","methods","imports"
"861","Runuran","stats","imports"
"862","Runuran","testthat","suggests"
"863","RxCEcolInf","MASS","depends"
"864","RxCEcolInf","MCMCpack","depends"
"865","RxCEcolInf","mvtnorm","depends"
"866","RxCEcolInf","lattice","depends"
"867","RxCEcolInf","coda","depends"
"868","RxCEcolInf","stats","depends"
"869","SamplerCompare","R","depends"
"870","SamplerCompare","methods","imports"
"871","SamplerCompare","mvtnorm","imports"
"872","SamplerCompare","ggplot2","suggests"
"873","SamplerCompare","lintr","suggests"
"874","SimpleTable","R","depends"
"875","SimpleTable","hdrcde","depends"
"876","SimpleTable","locfit","depends"
"877","SimpleTable","MCMCpack","depends"
"878","SimpleTable","tcltk","depends"
"879","sna","R","depends"
"880","sna","utils","depends"
"881","sna","statnet.common","depends"
"882","sna","network","depends"
"883","sna","rgl","suggests"
"884","sna","numDeriv","suggests"
"885","sna","SparseM","suggests"
"886","spBayes","R","depends"
"887","spBayes","coda","depends"
"888","spBayes","magic","depends"
"889","spBayes","abind","depends"
"890","spBayes","Formula","depends"
"891","spBayes","Matrix","depends"
"892","spBayes","MBA","suggests"
"893","spBayes","geoR","suggests"
"894","spikeslab","R","depends"
"895","spikeslab","lars","depends"
"896","spikeslab","randomForest","depends"
"897","spikeslab","parallel","depends"
"898","spikeSlabGAM","R","depends"
"899","spikeSlabGAM","akima","imports"
"900","spikeSlabGAM","coda","imports"
"901","spikeSlabGAM","cluster","imports"
"902","spikeSlabGAM","ggplot2","imports"
"903","spikeSlabGAM","gridExtra","imports"
"904","spikeSlabGAM","MASS","imports"
"905","spikeSlabGAM","MCMCpack","imports"
"906","spikeSlabGAM","mvtnorm","imports"
"907","spikeSlabGAM","R2WinBUGS","imports"
"908","spikeSlabGAM","reshape","imports"
"909","spikeSlabGAM","scales","imports"
"910","spikeSlabGAM","splines","imports"
"911","spikeSlabGAM","parallel","imports"
"912","spikeSlabGAM","mboost","suggests"
"913","spikeSlabGAM","mlbench","suggests"
"914","spikeSlabGAM","gtable","suggests"
"915","spTimer","R","depends"
"916","spTimer","coda","imports"
"917","spTimer","sp","imports"
"918","spTimer","spacetime","imports"
"919","spTimer","extraDistr","imports"
"920","spTimer","grDevices","imports"
"921","spTimer","graphics","imports"
"922","spTimer","stats","imports"
"923","spTimer","utils","imports"
"924","ssgraph","BDgraph","depends"
"925","ssgraph","igraph","imports"
"926","ssMousetrack","methods","depends"
"927","ssMousetrack","R","depends"
"928","ssMousetrack","Rcpp","depends"
"929","ssMousetrack","rstan","imports"
"930","ssMousetrack","rstantools","imports"
"931","ssMousetrack","CircStats","imports"
"932","ssMousetrack","dtw","imports"
"933","ssMousetrack","ggplot2","imports"
"934","ssMousetrack","cowplot","imports"
"935","stochvol","R","depends"
"936","stochvol","coda","depends"
"937","stochvol","Rcpp","imports"
"938","stochvol","graphics","imports"
"939","stochvol","stats","imports"
"940","stochvol","utils","imports"
"941","stochvol","mvtnorm","suggests"
"942","tgp","R","depends"
"943","tgp","maptree","imports"
"944","tgp","MASS","suggests"
"945","zic","R","depends"
"946","zic","Rcpp","imports"
"947","zic","coda","imports"
"948","ALS","nnls","depends"
"949","ALS","Iso","depends"
"950","ALS","R","depends"
"951","AnalyzeFMRI","R","depends"
"952","AnalyzeFMRI","R.matlab","depends"
"953","AnalyzeFMRI","fastICA","depends"
"954","AnalyzeFMRI","tcltk","depends"
"955","AnalyzeFMRI","tkrplot","depends"
"956","AquaEnv","R","depends"
"957","AquaEnv","minpack.lm","imports"
"958","AquaEnv","graphics","imports"
"959","AquaEnv","grDevices","imports"
"960","AquaEnv","stats","imports"
"961","AquaEnv","deSolve","suggests"
"962","astro","MASS","depends"
"963","astro","plotrix","depends"
"964","astrochron","multitaper","imports"
"965","astrochron","IDPmisc","imports"
"966","astrochron","fields","imports"
"967","astrochron","doParallel","imports"
"968","astrochron","parallel","imports"
"969","astrochron","iterators","imports"
"970","astrochron","foreach","imports"
"971","ATmet","R","depends"
"972","ATmet","DiceDesign","depends"
"973","ATmet","lhs","depends"
"974","ATmet","metRology","depends"
"975","ATmet","msm","depends"
"976","ATmet","sensitivity","depends"
"977","Bchron","R","depends"
"978","Bchron","utils","imports"
"979","Bchron","MASS","imports"
"980","Bchron","ellipse","imports"
"981","Bchron","coda","imports"
"982","Bchron","mclust","imports"
"983","Bchron","knitr","suggests"
"984","BioMark","pls","depends"
"985","BioMark","glmnet","depends"
"986","BioMark","MASS","depends"
"987","BioMark","st","depends"
"988","celestial","R","depends"
"989","celestial","RANN","depends"
"990","celestial","NISTunits","depends"
"991","celestial","pracma","depends"
"992","chemCal","MASS","suggests"
"993","chemCal","knitr","suggests"
"994","chemCal","testthat","suggests"
"995","chemCal","investr","suggests"
"996","chemometrics","R","depends"
"997","chemometrics","rpart","depends"
"998","chemometrics","class","imports"
"999","chemometrics","e1071","imports"
"1000","chemometrics","MASS","imports"
"1001","chemometrics","nnet","imports"
"1002","chemometrics","pcaPP","imports"
"1003","chemometrics","robustbase","imports"
"1004","chemometrics","som","imports"
"1005","chemometrics","lars","imports"
"1006","chemometrics","pls","imports"
"1007","chemometrics","mclust","imports"
"1008","chemometrics","gclus","suggests"
"1009","ChemometricsWithR","MASS","imports"
"1010","ChemometricsWithR","pls","imports"
"1011","ChemometricsWithR","kohonen","imports"
"1012","ChemometricsWithR","devtools","imports"
"1013","ChemometricsWithR","nnet","suggests"
"1014","ChemometricsWithR","randomForest","suggests"
"1015","ChemometricsWithR","ada","suggests"
"1016","ChemometricsWithR","rrcov","suggests"
"1017","ChemometricsWithR","sfsmisc","suggests"
"1018","ChemometricsWithR","ipred","suggests"
"1019","ChemometricsWithR","fastICA","suggests"
"1020","ChemometricsWithR","rda","suggests"
"1021","ChemometricsWithR","TIMP","suggests"
"1022","ChemometricsWithR","class","suggests"
"1023","ChemometricsWithR","e1071","suggests"
"1024","ChemometricsWithR","rpart","suggests"
"1025","ChemometricsWithR","cluster","suggests"
"1026","ChemometricsWithR","ALS","suggests"
"1027","ChemometricsWithR","ptw","suggests"
"1028","ChemometricsWithR","dtw","suggests"
"1029","ChemometricsWithR","boot","suggests"
"1030","ChemometricsWithR","leaps","suggests"
"1031","ChemometricsWithR","lars","suggests"
"1032","ChemometricsWithR","elasticnet","suggests"
"1033","ChemometricsWithR","subselect","suggests"
"1034","ChemometricsWithR","signal","suggests"
"1035","ChemometricsWithR","mclust","suggests"
"1036","ChemoSpec","R","depends"
"1037","ChemoSpec","ChemoSpecUtils","depends"
"1038","ChemoSpec","plyr","imports"
"1039","ChemoSpec","stats","imports"
"1040","ChemoSpec","utils","imports"
"1041","ChemoSpec","grDevices","imports"
"1042","ChemoSpec","IDPmisc","suggests"
"1043","ChemoSpec","knitr","suggests"
"1044","ChemoSpec","js","suggests"
"1045","ChemoSpec","NbClust","suggests"
"1046","ChemoSpec","lattice","suggests"
"1047","ChemoSpec","baseline","suggests"
"1048","ChemoSpec","mclust","suggests"
"1049","ChemoSpec","pls","suggests"
"1050","ChemoSpec","clusterCrit","suggests"
"1051","ChemoSpec","R.utils","suggests"
"1052","ChemoSpec","RColorBrewer","suggests"
"1053","ChemoSpec","seriation","suggests"
"1054","ChemoSpec","MASS","suggests"
"1055","ChemoSpec","robustbase","suggests"
"1056","ChemoSpec","grid","suggests"
"1057","ChemoSpec","pcaPP","suggests"
"1058","ChemoSpec","jsonlite","suggests"
"1059","ChemoSpec","gsubfn","suggests"
"1060","ChemoSpec","signal","suggests"
"1061","ChemoSpec","rgl","suggests"
"1062","ChemoSpec","readJDX","suggests"
"1063","ChemoSpec","speaq","suggests"
"1064","ChemoSpec","tinytest","suggests"
"1065","ChemoSpec","elasticnet","suggests"
"1066","ChemoSpec","irlba","suggests"
"1067","ChemoSpec","amap","suggests"
"1068","ChemoSpec","rmarkdown","suggests"
"1069","ChemoSpec","pinp","suggests"
"1070","ChemoSpec","chemometrics","suggests"
"1071","ChemoSpec","kableExtra","suggests"
"1072","ChemoSpec2D","R","depends"
"1073","ChemoSpec2D","ChemoSpecUtils","depends"
"1074","ChemoSpec2D","tools","imports"
"1075","ChemoSpec2D","utils","imports"
"1076","ChemoSpec2D","knitr","suggests"
"1077","ChemoSpec2D","tinytest","suggests"
"1078","ChemoSpec2D","irlba","suggests"
"1079","ChemoSpec2D","ThreeWay","suggests"
"1080","ChemoSpec2D","multiway","suggests"
"1081","ChemoSpec2D","parallel","suggests"
"1082","ChemoSpec2D","matrixStats","suggests"
"1083","ChemoSpec2D","R.utils","suggests"
"1084","ChemoSpec2D","mlrMBO","suggests"
"1085","ChemoSpec2D","ParamHelpers","suggests"
"1086","ChemoSpec2D","smoof","suggests"
"1087","ChemoSpec2D","mlr","suggests"
"1088","ChemoSpec2D","lhs","suggests"
"1089","ChemoSpec2D","RcppRoll","suggests"
"1090","ChemoSpec2D","rmarkdown","suggests"
"1091","ChemoSpec2D","pinp","suggests"
"1092","ChemoSpec2D","robustbase","suggests"
"1093","CHNOSZ","R","depends"
"1094","CHNOSZ","grDevices","imports"
"1095","CHNOSZ","graphics","imports"
"1096","CHNOSZ","stats","imports"
"1097","CHNOSZ","utils","imports"
"1098","CHNOSZ","limSolve","suggests"
"1099","CHNOSZ","testthat","suggests"
"1100","CHNOSZ","knitr","suggests"
"1101","CHNOSZ","rmarkdown","suggests"
"1102","CHNOSZ","tufte","suggests"
"1103","clustvarsel","R","depends"
"1104","clustvarsel","mclust","depends"
"1105","clustvarsel","stats","imports"
"1106","clustvarsel","Matrix","imports"
"1107","clustvarsel","BMA","imports"
"1108","clustvarsel","foreach","imports"
"1109","clustvarsel","iterators","imports"
"1110","clustvarsel","MASS","suggests"
"1111","clustvarsel","parallel","suggests"
"1112","clustvarsel","doParallel","suggests"
"1113","clustvarsel","knitr","suggests"
"1114","clustvarsel","rmarkdown","suggests"
"1115","compositions","R","depends"
"1116","compositions","tensorA","depends"
"1117","compositions","robustbase","depends"
"1118","compositions","energy","depends"
"1119","compositions","bayesm","depends"
"1120","compositions","rgl","suggests"
"1121","compositions","combinat","suggests"
"1122","constants","R","depends"
"1123","constants","utils","imports"
"1124","constants","errors","suggests"
"1125","constants","units","suggests"
"1126","constants","testthat","suggests"
"1127","dielectric","R","depends"
"1128","dielectric","methods","depends"
"1129","dielectric","ggplot2","suggests"
"1130","drc","R","depends"
"1131","drc","MASS","depends"
"1132","drc","stats","depends"
"1133","drc","car","imports"
"1134","drc","gtools","imports"
"1135","drc","multcomp","imports"
"1136","drc","plotrix","imports"
"1137","drc","scales","imports"
"1138","eChem","plot3D","imports"
"1139","eChem","animation","imports"
"1140","eChem","knitr","suggests"
"1141","eChem","rmarkdown","suggests"
"1142","EEM","R","depends"
"1143","EEM","tools","imports"
"1144","EEM","reshape2","imports"
"1145","EEM","graphics","imports"
"1146","EEM","colorRamps","imports"
"1147","EEM","utils","imports"
"1148","EEM","R.utils","imports"
"1149","EEM","sp","imports"
"1150","EEM","ggplot2","imports"
"1151","EEM","stats","suggests"
"1152","EEM","pls","suggests"
"1153","EEM","knitr","suggests"
"1154","EEM","testthat","suggests"
"1155","elasticnet","R","depends"
"1156","elasticnet","lars","depends"
"1157","enpls","R","depends"
"1158","enpls","pls","imports"
"1159","enpls","spls","imports"
"1160","enpls","foreach","imports"
"1161","enpls","doParallel","imports"
"1162","enpls","ggplot2","imports"
"1163","enpls","reshape2","imports"
"1164","enpls","plotly","imports"
"1165","enpls","knitr","suggests"
"1166","enpls","rmarkdown","suggests"
"1167","errors","R","depends"
"1168","errors","tibble","suggests"
"1169","errors","pillar","suggests"
"1170","errors","testthat","suggests"
"1171","errors","knitr","suggests"
"1172","errors","rmarkdown","suggests"
"1173","fastICA","R","depends"
"1174","fastICA","MASS","suggests"
"1175","fingerprint","methods","depends"
"1176","fingerprint","RUnit","suggests"
"1177","FITSio","R","depends"
"1178","fmri","R","depends"
"1179","fmri","awsMethods","depends"
"1180","fmri","nlme","depends"
"1181","fmri","parallel","imports"
"1182","fmri","metafor","imports"
"1183","fmri","methods","imports"
"1184","fmri","aws","imports"
"1185","fmri","tcltk","suggests"
"1186","fmri","tkrplot","suggests"
"1187","fmri","fastICA","suggests"
"1188","fmri","adimpro","suggests"
"1189","fmri","oro.nifti","suggests"
"1190","fpca","sm","depends"
"1191","fpca","splines","depends"
"1192","FTICRMS","Matrix","depends"
"1193","FTICRMS","lattice","depends"
"1194","FTICRMS","splines","depends"
"1195","homals","R","depends"
"1196","homals","graphics","imports"
"1197","homals","stats","imports"
"1198","homals","rgl","imports"
"1199","homals","ape","imports"
"1200","homals","scatterplot3d","imports"
"1201","homals","grDevices","imports"
"1202","hyperSpec","R","depends"
"1203","hyperSpec","lattice","depends"
"1204","hyperSpec","grid","depends"
"1205","hyperSpec","ggplot2","depends"
"1206","hyperSpec","testthat","imports"
"1207","hyperSpec","methods","imports"
"1208","hyperSpec","utils","imports"
"1209","hyperSpec","latticeExtra","imports"
"1210","hyperSpec","lazyeval","imports"
"1211","hyperSpec","XML","imports"
"1212","hyperSpec","R.matlab","suggests"
"1213","hyperSpec","tripack","suggests"
"1214","hyperSpec","deldir","suggests"
"1215","hyperSpec","rgl","suggests"
"1216","hyperSpec","plotrix","suggests"
"1217","hyperSpec","sp","suggests"
"1218","hyperSpec","baseline","suggests"
"1219","hyperSpec","compiler","suggests"
"1220","hyperSpec","inline","suggests"
"1221","hyperSpec","Rcpp","suggests"
"1222","hyperSpec","MASS","suggests"
"1223","hyperSpec","fastcluster","suggests"
"1224","hyperSpec","pls","suggests"
"1225","hyperSpec","mvtnorm","suggests"
"1226","hyperSpec","digest","suggests"
"1227","hyperSpec","reshape","suggests"
"1228","hyperSpec","devtools","suggests"
"1229","hyperSpec","R.rsp","suggests"
"1230","investr","base","depends"
"1231","investr","graphics","imports"
"1232","investr","nlme","imports"
"1233","investr","stats","imports"
"1234","investr","utils","imports"
"1235","investr","boot","suggests"
"1236","investr","datasets","suggests"
"1237","investr","knitr","suggests"
"1238","investr","MASS","suggests"
"1239","investr","testthat","suggests"
"1240","Iso","R","depends"
"1241","kohonen","R","depends"
"1242","kohonen","MASS","imports"
"1243","kohonen","Rcpp","imports"
"1244","leaps","biglm","suggests"
"1245","lira","R","depends"
"1246","lira","coda","depends"
"1247","lira","rjags","depends"
"1248","lspls","pls","depends"
"1249","lspls","grDevices","imports"
"1250","lspls","graphics","imports"
"1251","lspls","methods","imports"
"1252","lspls","stats","imports"
"1253","MALDIquant","R","depends"
"1254","MALDIquant","methods","depends"
"1255","MALDIquant","parallel","imports"
"1256","MALDIquant","knitr","suggests"
"1257","MALDIquant","testthat","suggests"
"1258","MALDIrppa","R","depends"
"1259","MALDIrppa","MALDIquant","depends"
"1260","MALDIrppa","signal","depends"
"1261","MALDIrppa","robustbase","depends"
"1262","MALDIrppa","wmtsa","depends"
